label,source,category,score_role-and-instruction-violation,score_privilege-escalation,score_obfuscation-and-evasion-patterns,score_system_max
0,role-and-instruction-violation,benign,-5.187936305999756,-8.40633773803711,-6.000058174133301,-5.187936305999756
0,role-and-instruction-violation,benign,-5.000200271606445,-6.920331001281738,-7.781286716461182,-5.000200271606445
0,role-and-instruction-violation,benign,-6.156459808349609,-8.463454246520996,-6.343855857849121,-6.156459808349609
0,role-and-instruction-violation,benign,-5.343800067901611,-2.999495029449463,-4.7189130783081055,-2.999495029449463
0,role-and-instruction-violation,benign,-3.500821828842163,-4.171103477478027,-6.187601566314697,-3.500821828842163
0,role-and-instruction-violation,benign,-3.234905958175659,-5.857733249664307,-6.125042915344238,-3.234905958175659
0,role-and-instruction-violation,benign,-4.484560012817383,-7.4681172370910645,-6.031309604644775,-4.484560012817383
0,role-and-instruction-violation,benign,-4.141026020050049,-5.511452674865723,-7.218801498413086,-4.141026020050049
1,role-and-instruction-violation,role-and-instruction-violation,4.638075828552246,4.466906547546387,-2.3126380443573,4.638075828552246
0,role-and-instruction-violation,benign,-5.609682083129883,-7.919734954833984,-8.156288146972656,-5.609682083129883
0,role-and-instruction-violation,benign,-3.531484842300415,-6.654236793518066,-8.093819618225098,-3.531484842300415
0,role-and-instruction-violation,benign,-5.047064304351807,-6.326699733734131,-8.37502670288086,-5.047064304351807
1,role-and-instruction-violation,role-and-instruction-violation,6.9308342933654785,7.652973651885986,4.099575519561768,7.652973651885986
0,role-and-instruction-violation,benign,-6.125217914581299,-5.765684604644775,-6.562541484832764,-5.765684604644775
0,role-and-instruction-violation,benign,-2.5944204330444336,-4.0475945472717285,-5.937535762786865,-2.5944204330444336
0,role-and-instruction-violation,benign,-4.047170162200928,-6.124303340911865,-7.468806743621826,-4.047170162200928
1,role-and-instruction-violation,role-and-instruction-violation,8.195874214172363,6.992246627807617,5.96647834777832,8.195874214172363
1,role-and-instruction-violation,role-and-instruction-violation,2.2750720977783203,3.7921299934387207,1.2494065761566162,3.7921299934387207
0,role-and-instruction-violation,benign,-2.875230073928833,-3.8123531341552734,-3.218909740447998,-2.875230073928833
0,role-and-instruction-violation,benign,-5.9689130783081055,-5.498790740966797,-5.281271457672119,-5.281271457672119
0,role-and-instruction-violation,benign,-5.907159328460693,-7.624754905700684,-5.031318187713623,-5.031318187713623
0,role-and-instruction-violation,benign,-3.2033379077911377,-5.482720375061035,-5.812553405761719,-3.2033379077911377
0,role-and-instruction-violation,benign,-3.906524181365967,-5.218059539794922,-8.750043869018555,-3.906524181365967
0,role-and-instruction-violation,benign,-0.9715516567230225,0.7943069934844971,0.874610424041748,0.874610424041748
0,role-and-instruction-violation,benign,-6.203234672546387,-9.186883926391602,-8.43752384185791,-6.203234672546387
1,role-and-instruction-violation,role-and-instruction-violation,-2.750157117843628,-4.090898036956787,-6.125094413757324,-2.750157117843628
0,role-and-instruction-violation,benign,-5.390765190124512,-7.436793804168701,-8.687527656555176,-5.390765190124512
1,role-and-instruction-violation,role-and-instruction-violation,8.364845275878906,8.124608993530273,3.652158260345459,8.364845275878906
0,role-and-instruction-violation,benign,-2.2189717292785645,-2.7193477153778076,-4.437556743621826,-2.2189717292785645
0,role-and-instruction-violation,benign,-5.046986103057861,-7.593321800231934,-9.000053405761719,-5.046986103057861
0,role-and-instruction-violation,benign,-3.1253793239593506,-4.74864387512207,-4.843860626220703,-3.1253793239593506
0,role-and-instruction-violation,benign,-5.328251361846924,-8.327187538146973,-7.468780040740967,-5.328251361846924
0,role-and-instruction-violation,benign,-6.312716007232666,-8.966034889221191,-6.500098705291748,-6.312716007232666
0,role-and-instruction-violation,benign,-2.5629215240478516,-2.7181265354156494,-5.87507438659668,-2.5629215240478516
0,role-and-instruction-violation,benign,-3.4066174030303955,-3.2474348545074463,-5.562587261199951,-3.2474348545074463
0,role-and-instruction-violation,benign,-5.656449317932129,-8.07744312286377,-7.531289100646973,-5.656449317932129
0,role-and-instruction-violation,benign,-0.5938361287117004,-4.232110977172852,-3.4689102172851562,-0.5938361287117004
0,role-and-instruction-violation,benign,-3.9376842975616455,-4.733339786529541,-0.6564584970474243,-0.6564584970474243
0,role-and-instruction-violation,benign,-3.718844413757324,-7.296459674835205,-7.000027656555176,-3.718844413757324
1,role-and-instruction-violation,role-and-instruction-violation,4.530780792236328,5.891653060913086,-1.4376654624938965,5.891653060913086
1,role-and-instruction-violation,role-and-instruction-violation,7.9308977127075195,7.79286527633667,4.998900890350342,7.9308977127075195
0,role-and-instruction-violation,benign,-4.781710147857666,-5.981984615325928,-6.875063896179199,-4.781710147857666
1,role-and-instruction-violation,role-and-instruction-violation,6.6405839920043945,4.939819812774658,3.4631714820861816,6.6405839920043945
0,role-and-instruction-violation,benign,-4.156635761260986,-7.591989040374756,-6.656282424926758,-4.156635761260986
0,role-and-instruction-violation,benign,-6.062653064727783,-5.014863014221191,-4.375039100646973,-4.375039100646973
1,role-and-instruction-violation,role-and-instruction-violation,8.759139060974121,8.218658447265625,3.902277946472168,8.759139060974121
0,role-and-instruction-violation,benign,-3.172264575958252,-4.732728004455566,-8.750060081481934,-3.172264575958252
0,role-and-instruction-violation,benign,-4.156369686126709,-8.077340126037598,-7.7187700271606445,-4.156369686126709
1,role-and-instruction-violation,role-and-instruction-violation,3.7454311847686768,2.016664505004883,1.686893343925476,3.7454311847686768
0,role-and-instruction-violation,benign,-3.0471582412719727,-4.890220642089844,-5.812538146972656,-3.0471582412719727
0,role-and-instruction-violation,benign,-4.485576152801514,-6.124233722686768,-6.531368255615234,-4.485576152801514
0,role-and-instruction-violation,benign,-6.000185012817383,-7.686018943786621,-8.968801498413086,-6.000185012817383
0,role-and-instruction-violation,benign,-4.312918186187744,-6.249514579772949,-9.281272888183594,-4.312918186187744
0,role-and-instruction-violation,benign,-4.250338077545166,-6.45214319229126,-9.000048637390137,-4.250338077545166
1,role-and-instruction-violation,role-and-instruction-violation,3.405015707015991,3.856855630874634,-2.437582492828369,3.856855630874634
0,role-and-instruction-violation,benign,-3.187816858291626,-4.310759544372559,-6.343815803527832,-3.187816858291626
0,role-and-instruction-violation,benign,-3.4688808917999268,-3.9363865852355957,-7.500039100646973,-3.4688808917999268
0,role-and-instruction-violation,benign,-4.531434059143066,-5.420806884765625,-5.156306743621826,-4.531434059143066
1,role-and-instruction-violation,role-and-instruction-violation,5.132580757141113,5.842751502990723,4.811524391174316,5.842751502990723
0,role-and-instruction-violation,benign,-4.453629493713379,-5.2008442878723145,-5.968830108642578,-4.453629493713379
0,role-and-instruction-violation,benign,-2.797945261001587,-2.5446889400482178,-5.937570095062256,-2.5446889400482178
1,role-and-instruction-violation,role-and-instruction-violation,7.225656032562256,6.310014247894287,0.12467986345291138,7.225656032562256
0,role-and-instruction-violation,benign,-4.390745162963867,-8.637517929077148,-6.375036716461182,-4.390745162963867
0,role-and-instruction-violation,benign,-1.5004782676696777,-3.515362501144409,-4.750030040740967,-1.5004782676696777
0,role-and-instruction-violation,benign,-2.625109910964966,-5.559881210327148,-5.187553882598877,-2.625109910964966
0,role-and-instruction-violation,benign,-3.843831777572632,-5.515663146972656,-6.187553882598877,-3.843831777572632
0,role-and-instruction-violation,benign,-4.531435489654541,-6.6856889724731445,-5.062567234039307,-4.531435489654541
1,role-and-instruction-violation,role-and-instruction-violation,5.809837818145752,6.644383907318115,0.7184460163116455,6.644383907318115
1,role-and-instruction-violation,role-and-instruction-violation,7.528812885284424,7.63630485534668,5.186052322387695,7.63630485534668
0,role-and-instruction-violation,benign,-5.531407356262207,-6.920903205871582,-8.625027656555176,-5.531407356262207
0,role-and-instruction-violation,benign,-3.9376251697540283,-6.60830020904541,-5.437565803527832,-3.9376251697540283
0,role-and-instruction-violation,benign,-4.156437873840332,-4.920046806335449,-5.781301021575928,-4.156437873840332
0,role-and-instruction-violation,benign,-3.7034668922424316,-6.4217000007629395,-6.375050067901611,-3.7034668922424316
0,role-and-instruction-violation,benign,-4.125223159790039,-4.529450416564941,-6.812550067901611,-4.125223159790039
0,role-and-instruction-violation,benign,-4.187744140625,-4.9677605628967285,-6.968801498413086,-4.187744140625
0,role-and-instruction-violation,benign,-5.531349182128906,-7.233977794647217,-7.250022888183594,-5.531349182128906
0,role-and-instruction-violation,benign,-3.48451828956604,-2.264787197113037,-3.7813100814819336,-2.264787197113037
0,role-and-instruction-violation,benign,-4.1726861000061035,-5.560466766357422,-4.750080585479736,-4.1726861000061035
1,role-and-instruction-violation,role-and-instruction-violation,7.775339126586914,6.85648250579834,3.7496066093444824,7.775339126586914
0,role-and-instruction-violation,benign,-4.890844821929932,-7.702858924865723,-8.218790054321289,-4.890844821929932
0,role-and-instruction-violation,benign,-4.078220367431641,-6.811899185180664,-6.437535285949707,-4.078220367431641
1,role-and-instruction-violation,role-and-instruction-violation,5.155747890472412,7.203368186950684,0.9684007167816162,7.203368186950684
1,role-and-instruction-violation,role-and-instruction-violation,7.055039405822754,7.649620532989502,1.4045019149780273,7.649620532989502
0,role-and-instruction-violation,benign,-3.4064126014709473,-3.5135653018951416,-4.937672138214111,-3.4064126014709473
0,role-and-instruction-violation,benign,-5.375118255615234,-5.530511379241943,-4.812552452087402,-4.812552452087402
1,role-and-instruction-violation,role-and-instruction-violation,9.680390357971191,7.89137077331543,4.806962013244629,9.680390357971191
0,role-and-instruction-violation,benign,-4.250277996063232,-5.95228385925293,-6.468845367431641,-4.250277996063232
0,role-and-instruction-violation,benign,-5.406400203704834,-6.5933146476745605,-7.062532424926758,-5.406400203704834
1,role-and-instruction-violation,role-and-instruction-violation,6.991757869720459,4.802348613739014,1.5303614139556885,6.991757869720459
0,role-and-instruction-violation,benign,-4.53138542175293,-6.077594757080078,-9.06252670288086,-4.53138542175293
0,role-and-instruction-violation,benign,-5.21895694732666,-7.842794895172119,-7.906276702880859,-5.21895694732666
0,role-and-instruction-violation,benign,-4.625209808349609,-4.827589988708496,-5.562550067901611,-4.625209808349609
0,role-and-instruction-violation,benign,4.685159206390381,2.247866153717041,-0.40633058547973633,4.685159206390381
0,role-and-instruction-violation,benign,-1.7816894054412842,-5.607498645782471,-3.250067949295044,-1.7816894054412842
0,role-and-instruction-violation,benign,-4.781392574310303,-9.202333450317383,-8.250029563903809,-4.781392574310303
0,role-and-instruction-violation,benign,1.0928176641464233,0.9987416863441467,-2.5939218997955322,1.0928176641464233
0,role-and-instruction-violation,benign,-4.8283610343933105,-6.030094146728516,-8.250031471252441,-4.8283610343933105
1,role-and-instruction-violation,role-and-instruction-violation,7.8009538650512695,7.154979228973389,4.027369022369385,7.8009538650512695
1,role-and-instruction-violation,role-and-instruction-violation,4.093578815460205,1.1273293495178223,-0.12524861097335815,4.093578815460205
1,role-and-instruction-violation,role-and-instruction-violation,4.119883060455322,5.3879075050354,3.4049298763275146,5.3879075050354
0,role-and-instruction-violation,benign,-3.9693264961242676,-4.123979568481445,-6.656345844268799,-3.9693264961242676
0,role-and-instruction-violation,benign,-7.000129222869873,-6.858201503753662,-8.781304359436035,-6.858201503753662
1,role-and-instruction-violation,role-and-instruction-violation,7.243196487426758,7.08848762512207,3.778103828430176,7.243196487426758
0,role-and-instruction-violation,benign,-3.000138521194458,-7.171137809753418,-8.906283378601074,-3.000138521194458
0,role-and-instruction-violation,benign,-4.343891143798828,-6.0617475509643555,-3.8439345359802246,-3.8439345359802246
1,role-and-instruction-violation,role-and-instruction-violation,4.497783184051514,3.921597957611084,1.2809348106384277,4.497783184051514
0,role-and-instruction-violation,benign,2.2160468101501465,3.015164852142334,3.6523618698120117,3.6523618698120117
1,role-and-instruction-violation,role-and-instruction-violation,7.13706636428833,5.251801013946533,1.4992287158966064,7.13706636428833
0,role-and-instruction-violation,benign,-4.578357696533203,-6.10661506652832,-5.62508487701416,-4.578357696533203
1,role-and-instruction-violation,role-and-instruction-violation,9.929547309875488,7.5773444175720215,3.1843159198760986,9.929547309875488
0,role-and-instruction-violation,benign,-4.828216075897217,-5.936922550201416,-8.718775749206543,-4.828216075897217
0,role-and-instruction-violation,benign,-5.8125457763671875,-7.874814033508301,-6.2812886238098145,-5.8125457763671875
0,role-and-instruction-violation,benign,-2.937791585922241,-5.453095436096191,-5.312546730041504,-2.937791585922241
0,role-and-instruction-violation,benign,-3.578824996948242,-4.310588359832764,-6.468966484069824,-3.578824996948242
0,role-and-instruction-violation,benign,-6.593843936920166,-6.467403888702393,-8.218822479248047,-6.467403888702393
0,role-and-instruction-violation,benign,-2.922185182571411,-5.090917110443115,-4.8438401222229,-2.922185182571411
0,role-and-instruction-violation,benign,-4.859543800354004,-7.216653347015381,-6.187595844268799,-4.859543800354004
0,role-and-instruction-violation,benign,-5.406381130218506,-5.952434539794922,-7.406289100646973,-5.406381130218506
0,role-and-instruction-violation,benign,-4.156670570373535,-5.889110565185547,-7.531272888183594,-4.156670570373535
0,role-and-instruction-violation,benign,-2.984752655029297,-4.606602191925049,-2.656390905380249,-2.656390905380249
0,role-and-instruction-violation,benign,-4.546950817108154,-7.968313694000244,-5.78129243850708,-4.546950817108154
0,role-and-instruction-violation,benign,-4.375190734863281,-4.686962127685547,-5.343792915344238,-4.375190734863281
0,role-and-instruction-violation,benign,-4.875136852264404,-7.624762058258057,-6.468787670135498,-4.875136852264404
1,role-and-instruction-violation,role-and-instruction-violation,7.4438371658325195,6.806271076202393,4.998952865600586,7.4438371658325195
0,role-and-instruction-violation,benign,-4.890777111053467,-7.155383586883545,-6.3125481605529785,-4.890777111053467
1,role-and-instruction-violation,role-and-instruction-violation,5.327102184295654,1.7698566913604736,-1.562690258026123,5.327102184295654
1,role-and-instruction-violation,role-and-instruction-violation,6.158341884613037,6.184932231903076,2.499112606048584,6.184932231903076
0,role-and-instruction-violation,benign,-4.50018310546875,-4.702552318572998,-4.156276226043701,-4.156276226043701
0,role-and-instruction-violation,benign,-3.3129501342773438,-5.921187877655029,-8.343804359436035,-3.3129501342773438
0,role-and-instruction-violation,benign,-3.0160577297210693,-4.921354293823242,-7.375039100646973,-3.0160577297210693
0,role-and-instruction-violation,benign,-5.265702247619629,-7.57804012298584,-8.312553405761719,-5.265702247619629
0,role-and-instruction-violation,benign,-4.000217437744141,-4.732293128967285,-3.7187790870666504,-3.7187790870666504
0,role-and-instruction-violation,benign,-5.187575340270996,-5.763986110687256,-7.562560081481934,-5.187575340270996
0,role-and-instruction-violation,benign,-6.062674522399902,-7.201836109161377,-6.5312700271606445,-6.062674522399902
0,role-and-instruction-violation,benign,-5.093848705291748,-7.607275009155273,-7.062551498413086,-5.093848705291748
0,role-and-instruction-violation,benign,-3.4377145767211914,-4.046875,-8.187578201293945,-3.4377145767211914
0,role-and-instruction-violation,benign,-5.281300067901611,-6.452608108520508,-9.76566219329834,-5.281300067901611
0,role-and-instruction-violation,benign,-5.344130516052246,-6.7490620613098145,-8.812540054321289,-5.344130516052246
1,role-and-instruction-violation,role-and-instruction-violation,6.914649486541748,7.461862564086914,1.9664825201034546,7.461862564086914
1,role-and-instruction-violation,role-and-instruction-violation,6.521107196807861,7.311548233032227,3.3737599849700928,7.311548233032227
0,role-and-instruction-violation,benign,-3.8283448219299316,-2.515048027038574,-6.500067234039307,-2.515048027038574
0,role-and-instruction-violation,benign,-3.2815985679626465,-6.482506275177002,-7.843764781951904,-3.2815985679626465
0,role-and-instruction-violation,benign,-4.343962669372559,-4.186670303344727,-4.7500319480896,-4.186670303344727
0,role-and-instruction-violation,benign,-4.843965530395508,-5.280595779418945,-6.812565326690674,-4.843965530395508
0,role-and-instruction-violation,benign,-4.640810489654541,-6.748366832733154,-8.531262397766113,-4.640810489654541
0,role-and-instruction-violation,benign,-4.796990394592285,-5.310426712036133,-10.562514305114746,-4.796990394592285
1,role-and-instruction-violation,role-and-instruction-violation,4.86981201171875,7.171763896942139,2.873807907104492,7.171763896942139
0,role-and-instruction-violation,benign,-5.09387731552124,-7.07686710357666,-5.812540054321289,-5.09387731552124
0,role-and-instruction-violation,benign,-3.1720669269561768,-3.3123385906219482,-5.156284332275391,-3.1720669269561768
0,role-and-instruction-violation,benign,-3.406414031982422,-4.890312671661377,-6.625082492828369,-3.406414031982422
1,role-and-instruction-violation,role-and-instruction-violation,6.664425373077393,7.399722576141357,1.0915725231170654,7.399722576141357
0,role-and-instruction-violation,benign,-3.9220387935638428,-6.74906063079834,-6.468811988830566,-3.9220387935638428
0,role-and-instruction-violation,benign,-5.297063827514648,-5.499100208282471,-9.593789100646973,-5.297063827514648
1,role-and-instruction-violation,role-and-instruction-violation,4.401787757873535,2.4691579341888428,4.311783313751221,4.401787757873535
0,role-and-instruction-violation,benign,-4.48483943939209,-8.312105178833008,-6.562537670135498,-4.48483943939209
0,role-and-instruction-violation,benign,-3.2815401554107666,-4.013114929199219,-3.218809127807617,-3.218809127807617
0,role-and-instruction-violation,benign,-3.515972137451172,-4.514344215393066,-5.906312942504883,-3.515972137451172
1,role-and-instruction-violation,role-and-instruction-violation,6.679314613342285,7.431220054626465,1.1856117248535156,7.431220054626465
0,role-and-instruction-violation,benign,-5.703220844268799,-6.968327045440674,-6.50002908706665,-5.703220844268799
1,role-and-instruction-violation,role-and-instruction-violation,6.851189136505127,7.290555953979492,0.8742454051971436,7.290555953979492
0,role-and-instruction-violation,benign,-4.265761375427246,-6.842137336730957,-6.375105381011963,-4.265761375427246
0,role-and-instruction-violation,benign,-3.8906915187835693,-6.370999813079834,-4.218855381011963,-3.8906915187835693
0,role-and-instruction-violation,benign,-4.3125996589660645,-6.530584812164307,-5.718788146972656,-4.3125996589660645
0,role-and-instruction-violation,benign,-4.281538009643555,-1.8895764350891113,-6.531281471252441,-1.8895764350891113
1,role-and-instruction-violation,role-and-instruction-violation,6.900699615478516,7.524012565612793,0.21792078018188477,7.524012565612793
1,role-and-instruction-violation,role-and-instruction-violation,8.038952827453613,6.9366912841796875,2.1844823360443115,8.038952827453613
0,role-and-instruction-violation,benign,-3.140934944152832,-5.733973979949951,-5.2812819480896,-3.140934944152832
0,role-and-instruction-violation,benign,-4.296992778778076,-4.359347820281982,-7.7187819480896,-4.296992778778076
0,role-and-instruction-violation,benign,-5.234610080718994,-5.999802589416504,-8.75003433227539,-5.234610080718994
1,role-and-instruction-violation,role-and-instruction-violation,6.776035785675049,7.4301323890686035,1.4051545858383179,7.4301323890686035
0,role-and-instruction-violation,benign,-4.969109058380127,-6.3249640464782715,-10.12503433227539,-4.969109058380127
1,role-and-instruction-violation,role-and-instruction-violation,6.855894565582275,5.735883712768555,4.528130054473877,6.855894565582275
0,role-and-instruction-violation,benign,-3.390787363052368,-7.46687650680542,-7.000030517578125,-3.390787363052368
0,role-and-instruction-violation,benign,-3.265873670578003,-4.186966896057129,-6.312516689300537,-3.265873670578003
0,role-and-instruction-violation,benign,-5.390762805938721,-7.733234882354736,-8.812520980834961,-5.390762805938721
0,role-and-instruction-violation,benign,-5.406320095062256,-7.577914714813232,-6.781279563903809,-5.406320095062256
1,role-and-instruction-violation,role-and-instruction-violation,0.9057333469390869,6.214737415313721,-3.625070333480835,6.214737415313721
0,role-and-instruction-violation,benign,-5.843937873840332,-8.32663345336914,-7.90627384185791,-5.843937873840332
1,role-and-instruction-violation,role-and-instruction-violation,5.13735294342041,5.010178089141846,1.093425989151001,5.13735294342041
0,role-and-instruction-violation,benign,-4.078489780426025,-5.060492515563965,-5.625067710876465,-4.078489780426025
0,role-and-instruction-violation,benign,-4.125228404998779,-6.780387878417969,-6.656281471252441,-4.125228404998779
0,role-and-instruction-violation,benign,-4.8125715255737305,-5.436818599700928,-5.250041484832764,-4.8125715255737305
1,role-and-instruction-violation,role-and-instruction-violation,6.185637474060059,6.94557523727417,1.3746615648269653,6.94557523727417
0,role-and-instruction-violation,benign,-6.1250739097595215,-6.561313152313232,-6.062531471252441,-6.062531471252441
0,role-and-instruction-violation,benign,-5.6407036781311035,-7.218872547149658,-10.312508583068848,-5.6407036781311035
0,role-and-instruction-violation,benign,6.592710971832275,4.0142412185668945,0.06228792667388916,6.592710971832275
0,role-and-instruction-violation,benign,-4.578453063964844,-5.811086177825928,-6.562576770782471,-4.578453063964844
0,role-and-instruction-violation,benign,-3.95327091217041,-5.733026027679443,-7.937564373016357,-3.95327091217041
1,role-and-instruction-violation,role-and-instruction-violation,7.363994121551514,6.986745357513428,0.3735473155975342,7.363994121551514
0,role-and-instruction-violation,benign,-2.875555992126465,-4.374199867248535,-8.875039100646973,-2.875555992126465
0,role-and-instruction-violation,benign,-6.062857151031494,-6.794225215911865,-8.718810081481934,-6.062857151031494
0,role-and-instruction-violation,benign,-5.562739372253418,-8.701757431030273,-8.000027656555176,-5.562739372253418
0,role-and-instruction-violation,benign,-3.453507661819458,-5.139583587646484,-9.250048637390137,-3.453507661819458
0,role-and-instruction-violation,benign,-2.781399726867676,5.844505310058594,-7.312541484832764,5.844505310058594
0,role-and-instruction-violation,benign,-5.547295570373535,-7.921036243438721,-7.093806266784668,-5.547295570373535
0,role-and-instruction-violation,benign,-4.593864917755127,-2.0470669269561768,-4.500049591064453,-2.0470669269561768
0,role-and-instruction-violation,benign,-5.062691688537598,-7.326971054077148,-9.000031471252441,-5.062691688537598
0,role-and-instruction-violation,benign,-4.359495162963867,-8.624642372131348,-7.3125410079956055,-4.359495162963867
0,role-and-instruction-violation,benign,-4.078267574310303,-5.764918804168701,-7.5625901222229,-4.078267574310303
